OBJECTID,RTE,RTE_SFX,DISTRICT,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,EAL,EST_YEAR,EST_CODE,longitude,latitude,RouteType,route_type_matched
364,101,,7,LA,,0.0,,A,"LOS ANGELES, JCT. RTE. 10",196000,6840,3.49,829,12,E,-118.22658790041143,34.05279003369051,US,True
366,101,,7,LA,,1.569,,A,"LOS ANGELES, JCT. RTE. 110",246000,8143,3.31,1018,12,V,-118.248717220106,34.06270548293521,US,True
368,101,,7,LA,,1.569,,B,"LOS ANGELES, JCT. RTE. 110",202000,7050,3.49,855,12,E,-118.248717220106,34.06270548293521,US,True
370,101,,7,LA,,11.747,R,A,"LOS ANGELES, JCT. RTES. 134/170",128000,4928,3.85,668,12,V,-118.37728310643921,34.15430372774074,US,True
371,101,,7,LA,,11.747,R,B,"LOS ANGELES, JCT. RTES. 134/170",111000,4484,4.04,623,12,E,-118.37728310643921,34.15430372774074,US,True
372,101,,7,LA,,12.352,,O,S/O LAUREL CYN BL; COLFAX AVE,274000,11590,4.23,1506,16,E,-118.38761069320599,34.154553003291404,US,True
374,101,,7,LA,,17.17,R,A,"LOS ANGELES, JCT. RTE. 405",149000,8121,5.45,985,12,E,-118.4696196966154,34.16106087335632,US,True
375,101,,7,LA,,17.17,R,B,"LOS ANGELES, JCT. RTE. 405",140000,5236,3.74,710,12,E,-118.4696196966154,34.16106087335632,US,True
376,101,,7,LA,,19.99,,O,ENCINO AVENUE PEDESTRIAN OVERCROSSING,304000,16568,5.45,2010,12,E,-118.51428113428972,34.17128176609245,US,True
378,101,,7,LA,,2.068,,O,"LOS ANGELES, EDGEWARE ROAD",264000,9425,3.57,1185,16,E,-118.25435276959989,34.067109857343134,US,True
380,101,,7,LA,,2.857,,A,"LOS ANGELES, JCT. RTE. 2 NORTHEAST",234000,9454,4.04,1215,12,E,-118.2668670201599,34.07209565265816,US,True
382,101,,7,LA,,2.857,,B,"LOS ANGELES, JCT. RTE. 2 NORTHEAST",268000,8871,3.31,1124,12,E,-118.2668670201599,34.07209565265816,US,True
384,101,,7,LA,,25.337,,A,"LOS ANGELES, JCT. RTE. 27",191000,10410,5.45,1263,12,E,-118.60564090001922,34.170794312188164,US,True
386,101,,7,LA,,25.337,,B,"LOS ANGELES, JCT. RTE. 27",213000,11609,5.45,1408,12,E,-118.60564090001922,34.170794312188164,US,True
388,101,,7,LA,,5.554,,A,"LOS ANGELES, JCT. RTE. 2 WEST",182000,7353,4.04,971,12,E,-118.30638162778749,34.09079962813421,US,True
390,101,,7,LA,,5.554,,B,"LOS ANGELES, JCT. RTE. 2 WEST",208000,8403,4.04,1094,12,E,-118.30638162778749,34.09079962813421,US,True
392,101,,7,LA,,7.84,,A,"LOS ANGELES, HIGHLAND AVENUE",251000,10140,4.04,1374,12,E,-118.33528914144094,34.11173340789785,US,True
394,101,,7,LA,,7.84,,B,"LOS ANGELES, HIGHLAND AVENUE ",211000,8524,4.04,1140,12,E,-118.33528914144094,34.11173340789785,US,True
396,101,,7,VEN,R,24.645,,A,"VENTURA, VICTORIA AVENUE",116000,4721,4.07,785,17,V,-119.21068696715474,34.25247988872762,US,True
398,101,,7,VEN,R,43.622,,B,VENTURA/SANTA BARBARA COUNTY LINE,69000,3560,5.16,655,18,E,-119.47799771200229,34.37653387911782,US,True
400,101,,7,VEN,,0.701,,A,"THOUSAND OAKS, JCT. RTE. 23 SOUTH",164000,6675,4.07,1312,12,E,-118.82503795911423,34.15771434266801,US,True
402,101,,7,VEN,,0.701,,B,"THOUSAND OAKS, JCT. RTE. 23 SOUTH",156000,6521,4.18,1282,12,E,-118.82503795911423,34.15771434266801,US,True
404,101,,7,VEN,,12.298,,B,"CAMARILLO, PLEASANT VALLEY ROAD ",123000,3493,2.84,600,21,E,-119.00771438311767,34.213781592909164,US,True
406,101,,7,VEN,,13.848,,A,"CAMARILLO, JCT. RTE. 34",134000,7129,5.32,1142,12,E,-119.03411645771448,34.216900933344284,US,True
408,101,,7,VEN,,13.848,,B,"CAMARILLO, JCT. RTE. 34",126000,6187,4.91,1216,12,E,-119.03411645771448,34.216900933344284,US,True
410,101,,7,VEN,,13.848,,X,"CAMARILLO, JCT. RTE. 34",130174,5702,4.38,910,17,V,-119.03411645771448,34.216900933344284,US,True
412,101,,7,VEN,,22.006,,B,"OXNARD, JCT. RTE. 232",130000,6162,4.74,1050,12,E,-119.17320253320463,34.232104096265566,US,True
414,101,,7,VEN,,22.729,,A,"OXNARD, JCT. RTE. 1 SOUTH",140000,5278,3.77,971,12,E,-119.18102702372101,34.239517171341255,US,True
416,101,,7,VEN,,26.39,,A,"VENTURA, JCT. RTE. 126",119000,6605,5.55,1234,12,E,-119.23719156288163,34.26492253823035,US,True
418,101,,7,VEN,,26.39,,B,"VENTURA, JCT. RTE. 126",90000,4446,4.94,901,12,E,-119.23719156288163,34.26492253823035,US,True
420,101,,7,VEN,,3.107,,A,"THOUSAND OAKS, JCT. RTE. 23 NORTH",179000,6408,3.58,1259,12,E,-118.85985855587028,34.17623212202679,US,True
422,101,,7,VEN,,3.107,,B,"THOUSAND OAKS, JCT. RTE. 23 NORTH",180000,6678,3.71,1313,12,E,-118.85985855587028,34.17623212202679,US,True
424,101,,7,VEN,,30.906,,A,"VENTURA, JCT. RTE. 33",70000,5397,7.71,1100,12,E,-119.30617478266893,34.27917354726582,US,True
426,101,,7,VEN,,30.906,,B,"VENTURA, JCT. RTE. 33",94000,6007,6.39,1168,12,E,-119.30617478266893,34.27917354726582,US,True
428,101,,7,VEN,,7.885,,A,"THOUSAND OAKS, WENDY DRIVE ",110000,5401,4.91,1062,12,V,-118.93922837365365,34.18985323165977,US,True
430,101,,7,VEN,,7.885,,X,"THOUSAND OAKS, WENDY DRIVE",118396,3836,3.24,661,22,V,-118.93922837365365,34.18985323165977,US,True
432,103,,7,LA,,0.0,,A,"NB OFF TO HENRY FORD BLVD  AND LOS ANGELES, JCT. RTE. 47",18500,10641,57.52,2374,11,V,-118.24017216395076,33.77449082570589,State,True
434,104,,10,AMA,R,5.766,,A,"IONE, JCT. RTE. 124 NORTH",4900,303,6.19,58,96,V,-120.93578705638014,38.35412710174796,State,True
436,104,,10,AMA,R,5.766,,B,"IONE, JCT. RTE. 124 NORTH",9200,691,7.51,150,96,V,-120.93578705638014,38.35412710174796,State,True
438,104,,10,AMA,R,5.96,,A,"IONE, JCT. RTE. 124 SOUTH",8200,525,6.4,100,96,V,-120.93337905668403,38.3527351022698,State,True
440,104,,10,AMA,R,8.201,,B,JCT. RTE. 88,4700,197,4.19,29,96,V,-120.90704405030635,38.33007810378636,State,True
442,104,,10,AMA,,10.072,,B,"SUTTER CREEK, JCT. RTE. 49",7400,666,9.0,148,96,V,-120.80244639613973,38.37844790380767,State,True
444,104,,10,AMA,,8.386,,A,JCT. RTE. 88,5200,318,6.12,46,96,V,-120.8212905921116,38.35966350192144,State,True
446,104,,3,SAC,,0.0,,A,JCT. RTE. 99,11500,920,8.0,108,96,E,-121.31225465878612,38.29106004227628,State,True
448,104,,3,SAC,,12.183,,A,RANCHO SECO ROAD,1600,196,12.24,32,14,V,-121.11422772439295,38.35079248891316,State,True
450,104,,3,SAC,,3.87,,A,IVIE ROAD,6600,850,12.88,104,14,V,-121.24320435461006,38.2963837622278,State,True
452,105,,7,LA,R,13.471,,A,"LYNWOOD, JCT. RTE. 710",207000,18361,8.87,3828,4,E,-118.18004291657188,33.91264224173092,Interstate,True
454,105,,7,LA,R,13.471,,B,"LYNWOOD, JCT. RTE. 710",216000,13738,6.36,2142,4,E,-118.18004291657188,33.91264224173092,Interstate,True
456,105,,7,LA,R,16.389,,O,"DOWNEY, ARDIS AVENUE",215000,18039,8.39,3760,4,V,-118.12974466008419,33.912983253861434,Interstate,True
458,105,,7,LA,R,17.823,,B,"NORWALK, JCT. RTE. 605",226000,20001,8.85,4169,4,E,-118.10487570335191,33.91391218325637,Interstate,True
460,105,,7,LA,R,2.106,,A,"LOS ANGELES, JCT. RTE. 405",238000,13542,5.69,1592,4,E,-118.3685637492711,33.92989134015498,Interstate,True
462,105,,7,LA,R,2.106,,B,"LOS ANGELES, JCT. RTE. 405",160000,5504,3.44,656,4,V,-118.3685637492711,33.92989134015498,Interstate,True
464,105,,7,LA,R,5.234,,O,"HAWTHORNE, VAN NESS AVENUE",271000,12466,4.6,1465,4,V,-118.31778167993431,33.92527446925286,Interstate,True
466,105,,7,LA,R,7.386,,A,"LOS ANGELES, JCT. RTE. 110",260000,13988,5.38,2181,4,E,-118.28090426187619,33.92850298024389,Interstate,True
468,105,,7,LA,R,7.386,,B,"LOS ANGELES, JCT. RTE. 110",264000,13306,5.04,1564,4,E,-118.28090426187619,33.92850298024389,Interstate,True
470,107,,7,LA,,0.0,,A,"TORRANCE, JCT. RTE. 1",41500,797,1.92,43,6,V,-118.3510111851507,33.805029823319494,State,True
472,107,,7,LA,,4.696,,A,"TORRANCE, ARTESIA BOULEVARD",48000,1042,2.17,52,6,V,-118.35235368230852,33.87282237884729,State,True
474,107,,7,LA,,4.696,,B,"TORRANCE, ARTESIA BOULEVARD",70000,1862,2.66,93,6,E,-118.35235368230852,33.87282237884729,State,True
476,108,,10,STA,L,22.836,,A,"MODESTO, K STREET AT NEEDHAM AVENUE",15600,530,3.4,38,92,E,-120.99816656198615,37.645746375210045,State,True
478,108,,10,STA,R,22.438,R,A,JCT. RTE. 132,4650,148,3.19,11,92,E,-121.00245709724281,37.64076289124506,State,True
479,108,,10,STA,,24.81,,B,"MODESTO, BRIGGSMORE AVENUE",30000,1020,3.4,73,92,E,-120.9939757262513,37.67051482193525,State,True
481,108,,10,STA,,27.618,,A,JCT. RTE. 219 WEST,12700,889,7.0,209,1,V,-120.99494203861258,37.71109940322356,State,True
483,108,,10,STA,,27.618,,B,JCT. RTE. 219 WEST,19200,806,4.2,58,92,V,-120.99494203861258,37.71109940322356,State,True
485,108,,10,STA,,38.236,,B,"OAKDALE, EAST JCT. RTE. 120",14000,700,5.0,167,1,E,-120.84704097400407,37.766643058074244,State,True
487,108,,10,TUO,L,0.0,,A,"OAKDALE, EAST JCT. RTE. 120",15200,1064,7.0,237,98,V,-120.48830050442933,37.891229026709105,State,True
489,108,,10,TUO,L,2.808,,B,"SONORA, JCT. RTE. 49",15200,1231,8.1,243,95,V,-120.45168069624523,37.91902182899699,State,True
491,108,,10,TUO,R,0.0,,A,"SONORA, JCT. RTE. 49",20200,1515,7.5,289,95,E,-120.3939742141708,37.9651778139517,State,True
493,108,,10,TUO,,15.17,,A,CHIEF FULLER ROAD,4800,192,4.0,35,1,V,-120.1903457647549,38.06629123412222,State,True
495,108,,10,TUO,,30.164,,B,MC COY SADDLE,4300,129,3.0,22,1,E,-120.00840120539995,38.187105736790215,State,True
497,108,,10,TUO,,36.55,,B,COW CREEK ROAD,1300,39,3.0,7,1,V,-119.99443285817776,38.241006039663276,State,True
499,108,,10,TUO,,7.511,,A,SOULSBYVILLE ROAD,7900,237,3.0,42,1,E,-120.26727617324826,37.99650816472773,State,True
501,108,,10,TUO,,7.511,,B,SOULSBYVILLE ROAD,10500,210,2.0,38,1,E,-120.26727617324826,37.99650816472773,State,True
503,108,,9,MNO,,15.149,,B,"SONORA JUNCTION, JCT. RTE. 395",530,73,13.71,6,22,V,-119.45231980169538,38.34848666812768,State,True
505,109,,4,SM,,1.87,,B,"MENLO PARK, JCT. RTE. 84",32000,826,2.58,61,0,V,-122.14261603882206,37.48647723933729,State,True
507,10,S,7,LA,,19.714,,O,BUSWAY; EAST LA CITY LIMITS,13700,1434,10.47,72,9,V,-118.19259302608144,34.05580591217299,Interstate,True
509,10,,7,LA,R,11.698,,O,"LOS ANGELES, 10TH AVENUE",322000,10884,3.38,1131,10,E,-118.32837447183083,34.03522876327331,Interstate,True
511,10,,7,LA,R,2.155,,A,"SANTA MONICA, JCT. RTE. 1",145000,3654,2.52,266,10,E,-118.48579622497687,34.01475483803789,Interstate,True
513,10,,7,LA,R,5.454,,A,"LOS ANGELES, JCT. RTE. 405",243000,8213,3.38,853,10,E,-118.4335326486836,34.031222694772715,Interstate,True
515,10,,7,LA,R,5.454,,B,"LOS ANGELES, JCT. RTE. 405",231000,4505,1.95,329,10,E,-118.4335326486836,34.031222694772715,Interstate,True
517,10,,7,LA,R,8.965,,A,"LOS ANGELES, JCT. RTE. 187",272000,9194,3.38,955,10,E,-118.3758162833444,34.03651710173688,Interstate,True
519,10,,7,LA,R,8.965,,B,"LOS ANGELES, JCT. RTE. 187",252000,8518,3.38,885,10,E,-118.3758162833444,34.03651710173688,Interstate,True
521,10,,7,LA,S,0.655,,A,"LOS ANGELES, JCT. RTE. 5",192000,6701,3.49,1156,10,E,-118.21417713397553,34.05515491266373,Interstate,True
523,10,,7,LA,S,0.655,,B,"LOS ANGELES, JCT. RTE. 5",86000,2107,2.45,295,10,E,-118.21417713397553,34.05515491266373,Interstate,True
525,10,,7,LA,S,0.0,,A,"LOS ANGELES, JCT. RTE. 101",86000,2107,2.45,295,10,E,-118.22451118412079,34.05240485763482,Interstate,True
527,10,,7,LA,,14.836,,A,"LOS ANGELES, JCT. RTE. 110",251000,9162,3.65,1195,13,E,-118.27423689576885,34.03810914870321,Interstate,True
529,10,,7,LA,,14.836,,B,"LOS ANGELES, JCT. RTE. 110",340000,11492,3.38,1194,10,E,-118.27423689576885,34.03810914870321,Interstate,True
531,10,,7,LA,,16.025,,A,SAN PEDRO STREET (BELOW),252000,9198,3.65,1199,13,E,-118.25625194195949,34.02958599286135,Interstate,True
533,10,,7,LA,,19.668,,O,EAST LOS ANGELES CITY LIMITS,218000,6736,3.09,1302,13,V,-118.19262913116933,34.05530924607981,Interstate,True
535,10,,7,LA,,21.382,,A,"MONTEREY PARK, JCT. RTE. 710",196000,6037,3.08,980,13,E,-118.16516331203725,34.06112329924666,Interstate,True
537,10,,7,LA,,21.382,,B,"MONTEREY PARK, JCT. RTE. 710",217000,7465,3.44,1288,10,E,-118.16516331203725,34.06112329924666,Interstate,True
539,10,,7,LA,,24.32,,O,ALMANSOR AVE,221000,6807,3.08,1104,13,E,-118.11724238855848,34.07152904275945,Interstate,True
541,10,,7,LA,,24.831,,A,"MONTEREY PARK, NEW AVENUE",221000,6807,3.08,1104,13,E,-118.10834672803271,34.07165871563292,Interstate,True
543,10,,7,LA,,26.857,,A,"EL MONTE, JCT. RTE. 164",198000,6098,3.08,989,13,E,-118.07303785020736,34.07206730525047,Interstate,True
545,10,,7,LA,,26.857,,B,"EL MONTE, JCT. RTE. 164",212000,6530,3.08,1059,13,E,-118.07303785020736,34.07206730525047,Interstate,True
547,10,,7,LA,,31.151,,A,"BALDWIN PARK, JCT. RTE. 605",216000,13932,6.45,2827,10,E,-118.00020260327781,34.06497569220282,Interstate,True
549,10,,7,LA,,31.151,,B,"BALDWIN PARK, JCT. RTE. 605",228000,7684,3.37,1175,13,V,-118.00020260327781,34.06497569220282,Interstate,True
551,10,,7,LA,,36.5,,B,"WEST COVINA, AZUSA AVENUE ",194000,13852,7.14,2811,10,E,-117.9075722397492,34.072053554194554,Interstate,True
553,10,,7,LA,,42.443,,A,"POMONA, JCT. RTES. 57/71",258000,17363,6.73,3900,10,E,-117.80656295269739,34.06508701504486,Interstate,True
555,10,,7,LA,,42.443,,B,"POMONA, JCT. RTES. 57/71",210000,16464,7.84,3342,10,E,-117.80656295269739,34.06508701504486,Interstate,True
557,10,,7,LA,,47.737,,B,"POMONA, INDIAN HILL BOULEVARD ",265000,18020,6.8,4343,16,V,-117.71941316669974,34.08165691020493,Interstate,True
559,10,,7,LA,,48.265,,O,LOS ANGELES/SAN BERNARDINO COUNTY LINE,212000,13886,6.55,3119,10,E,-117.71034786921402,34.081821279043794,Interstate,True
561,10,,8,RIV,R,105.087,,A,JCT. RTE. 177 NORTH,29700,10930,36.8,3255,15,E,-115.40047324287826,33.710321337221785,Interstate,True
563,10,,8,RIV,R,105.087,,B,JCT. RTE. 177 NORTH,30700,10849,35.34,3228,15,E,-115.40047324287826,33.710321337221785,Interstate,True
565,10,,8,RIV,R,14.76,,A,EAST RAMSEY STREET,115000,21045,18.3,5671,86,V,-116.85217947373145,33.92646706068319,Interstate,True
567,10,,8,RIV,R,14.76,,B,EAST RAMSEY STREET,111000,17760,16.0,4550,86,E,-116.85217947373145,33.92646706068319,Interstate,True
569,10,,8,RIV,R,149.15,,A,JCT. RTE. 78 SOUTH,33000,10857,32.9,3213,15,E,-114.65773496577327,33.606524746267795,Interstate,True
571,10,,8,RIV,R,149.15,,B,JCT. RTE. 78 SOUTH,31800,10971,34.5,3286,15,E,-114.65773496577327,33.606524746267795,Interstate,True
573,10,,8,RIV,R,154.167,,A,JCT. RTE. 95 NORTH,34000,12291,36.15,3623,4,E,-114.57074195465734,33.607317225207936,Interstate,True
575,10,,8,RIV,R,154.167,,B,JCT. RTE. 95 NORTH,32900,11656,35.43,3450,4,E,-114.57074195465734,33.607317225207936,Interstate,True
577,10,,8,RIV,R,156.492,,B,ARIZONA STATE LINE,34000,12267,36.08,3616,4,E,-114.53084849693171,33.60464100830739,Interstate,True
579,10,,8,RIV,R,25.201,,A,JCT. RTE. 111,88000,19272,21.9,4531,86,E,-116.67828199484386,33.9224531472542,Interstate,True
581,10,,8,RIV,R,25.201,,B,JCT. RTE. 111,104000,19760,19.0,5203,86,E,-116.67828199484386,33.9224531472542,Interstate,True
583,10,,8,RIV,R,3.048,,A,CHERRY VALLEY BOULEVARD,105000,13755,13.1,3202,91,V,-117.03594369017036,33.96814826224463,Interstate,True
585,10,,8,RIV,R,52.342,,A,JEFFERSON STREE/INDIO BOULEVARD,83500,28223,33.8,7993,83,V,-116.27135006156614,33.749954206774376,Interstate,True
587,10,,8,RIV,R,52.342,,B,JEFFERSON STREE/INDIO BOULEVARD,102000,33150,32.5,9486,83,V,-116.27135006156614,33.749954206774376,Interstate,True
589,10,,8,RIV,R,57.831,,A,"INDIO, JCT. RTE. 86 SOUTH",32900,11390,34.62,3386,4,E,-116.19102606586438,33.71640974627377,Interstate,True
591,10,,8,RIV,R,57.831,,B,"INDIO, JCT. RTE. 86 SOUTH",64200,20043,31.22,5909,4,E,-116.19102606586438,33.71640974627377,Interstate,True
593,10,,8,RIV,R,58.916,,A,"COACHELLA, DILLON ROAD",31800,13184,41.46,3878,21,E,-116.17285530003008,33.71490523424089,Interstate,True
595,10,,8,RIV,,11.333,,B,"BANNING, SUNSET AVENUE",123000,17589,14.3,3842,85,V,-116.9119267430785,33.924490306191736,Interstate,True
597,10,,8,RIV,,29.691,,A,JCT. RTE. 62 NORTH,95500,25021,26.2,6218,84,E,-116.60396482683453,33.91423129830008,Interstate,True
599,10,,8,RIV,,29.691,,B,JCT. RTE. 62 NORTH,88000,19272,21.9,4564,84,E,-116.60396482683453,33.91423129830008,Interstate,True
601,10,,8,RIV,,33.129,,A,INDIAN AVENUE,95500,22538,23.6,6346,84,E,-116.54540033328946,33.90459821972612,Interstate,True
603,10,,8,RIV,,33.129,,B,INDIAN AVENUE,95500,23875,25.0,6385,84,E,-116.54540033328946,33.90459821972612,Interstate,True
605,10,,8,RIV,,6.67,,A,JCT. RTE. 60 WEST,122000,16470,13.5,3256,85,E,-116.9906061983795,33.933177681632905,Interstate,True
607,10,,8,RIV,,6.67,,B,JCT. RTE. 60 WEST,101000,13635,13.5,3171,85,V,-116.9906061983795,33.933177681632905,Interstate,True
609,10,,8,RIV,,7.574,,A,"BEAUMONT, JCT. RTE. 79 SOUTH",121000,17545,14.5,3663,85,E,-116.97712218143599,33.926903253661486,Interstate,True
611,10,,8,SBD,R,18.492,,A,"BLOOMINGTON, CEDAR AVENUE",177000,18019,10.18,4257,6,E,-117.39611475737775,34.0684122191148,Interstate,True
613,10,,8,SBD,R,18.492,,B,"BLOOMINGTON, CEDAR AVENUE",178000,18209,10.23,4328,6,E,-117.39611475737775,34.0684122191148,Interstate,True
615,10,,8,SBD,R,23.248,,B,"COLTON, MOUNT VERNON AVENUE",184000,18198,9.89,4374,6,E,-117.31362561343212,34.06481380298671,Interstate,True
617,10,,8,SBD,R,24.24,,A,"COLTON, JCT. RTE. 215",207000,22770,11.0,4114,84,V,-117.2964954542263,34.06411453630963,Interstate,True
619,10,,8,SBD,R,24.24,,B,"COLTON, JCT. RTE. 215",180000,19980,11.1,3798,84,E,-117.2964954542263,34.06411453630963,Interstate,True
621,10,,8,SBD,,0.0,,O,LOS ANGELES/SAN BERNARDINO COUNTY LINE,212000,13886,6.55,3119,10,E,-117.71034786921402,34.081821279043794,Interstate,True
623,10,,8,SBD,,1.229,,A,"MONTCLAIR, CENTRAL AVENUE",217000,14409,6.64,3222,5,E,-117.68985828393343,34.08529661203039,Interstate,True
625,10,,8,SBD,,1.229,,B,"MONTCLAIR, CENTRAL AVENUE",210000,13944,6.64,3118,5,E,-117.68985828393343,34.08529661203039,Interstate,True
627,10,,8,SBD,,11.132,,A,ETIWANDA AVENUE,191000,26778,14.02,5671,21,V,-117.52411418136415,34.06741476334895,Interstate,True
629,10,,8,SBD,,11.132,,B,ETIWANDA AVENUE,224000,22915,10.23,5374,6,E,-117.52411418136415,34.06741476334895,Interstate,True
631,10,,8,SBD,,13.169,,B,"FONTANA, CHERRY AVENUE",191000,26587,13.92,5527,22,E,-117.48885304540292,34.06605030790175,Interstate,True
633,10,,8,SBD,,20.965,,A,PEPPER AVENUE,178000,17800,10.0,4277,6,E,-117.35300649784652,34.068896757940905,Interstate,True
635,10,,8,SBD,,20.965,,B,PEPPER AVENUE,178000,17978,10.1,4298,6,E,-117.35300649784652,34.068896757940905,Interstate,True
637,10,,8,SBD,,27.296,,A,MOUNTAIN VIEW AVENUE,175000,21525,12.3,3998,84,E,-117.24394311358667,34.06646982121284,Interstate,True
639,10,,8,SBD,,27.296,,B,MOUNTAIN VIEW AVENUE,178000,23496,13.2,4245,84,E,-117.24394311358667,34.06646982121284,Interstate,True
641,10,,8,SBD,,29.313,,A,JCT. RTE. 210 /ALABAMA STREET OC,158000,18960,12.0,3541,89,E,-117.2087610581165,34.066500886654076,Interstate,True
643,10,,8,SBD,,29.313,,B,JCT. RTE. 210 /ALABAMA STREET OC,172000,20640,12.0,3855,89,E,-117.2087610581165,34.066500886654076,Interstate,True
645,10,,8,SBD,,3.468,,A,"UPLAND, JCT. RTE. 83",219000,14651,6.69,3276,5,E,-117.65114679262773,34.087291371915136,Interstate,True
647,10,,8,SBD,,3.468,,B,"UPLAND, JCT. RTE. 83",217000,14517,6.69,3246,5,E,-117.65114679262773,34.087291371915136,Interstate,True
649,10,,8,SBD,,30.899,,A,"REDLANDS, JCT. RTE. 38 NORTH",135000,16200,12.0,3025,86,E,-117.18259883998877,34.06166873268406,Interstate,True
651,10,,8,SBD,,30.899,,B,"REDLANDS, JCT. RTE. 38 NORTH",158000,16432,10.4,2916,85,V,-117.18259883998877,34.06166873268406,Interstate,True
653,10,,8,SBD,,35.5,,A,YUCAIPA BOULEVARD,118000,18880,16.0,4162,86,V,-117.11940466482798,34.026685488210006,Interstate,True
655,10,,8,SBD,,35.5,,B,YUCAIPA BOULEVARD,137000,17810,13.0,3571,86,E,-117.11940466482798,34.026685488210006,Interstate,True
657,10,,8,SBD,,9.936,,A,"ONTARIO, JCT. RTE. 15",224000,22915,10.23,5374,6,E,-117.54494057019758,34.067356050243994,Interstate,True
659,10,,8,SBD,,9.936,,B,"ONTARIO, JCT. RTE. 15",226000,15119,6.69,3381,5,E,-117.54494057019758,34.067356050243994,Interstate,True
661,110,,7,LA,R,0.931,,A,"LOS ANGELES, JCT. RTE. 47",70000,2128,3.04,403,12,E,-118.29081731656352,33.74888875215064,Interstate,True
663,110,,7,LA,R,0.931,,B,"LOS ANGELES, JCT. RTE. 47",52000,1128,2.17,81,12,E,-118.29081731656352,33.74888875215064,Interstate,True
665,110,,7,LA,,11.891,,A,"LOS ANGELES, ROSECRANS AVENUE ",264000,15576,5.9,2247,12,E,-118.28651167344046,33.90191935499641,Interstate,True
667,110,,7,LA,,13.82,,A,"LOS ANGELES, JCT. RTE. 105",295000,13246,4.49,1795,12,E,-118.28053250397733,33.92871767965915,Interstate,True
669,110,,7,LA,,13.82,,B,"LOS ANGELES, JCT. RTE. 105",268000,15249,5.69,2200,12,E,-118.28053250397733,33.92871767965915,Interstate,True
671,110,,7,LA,,16.981,,B,"LOS ANGELES, FLORENCE AVENUE ",307000,12526,4.08,1697,12,E,-118.28072405623695,33.97451644367019,Interstate,True
673,110,,7,LA,,21.444,,A,"LOS ANGELES, JCT. RTE. 10",280000,7476,2.67,796,12,E,-118.27389671365223,34.03819291929125,Interstate,True
675,110,,7,LA,,21.444,,B,"LOS ANGELES, JCT. RTE. 10",271000,12249,4.52,1660,12,E,-118.27389671365223,34.03819291929125,Interstate,True
677,110,,7,LA,,22.556,,O,"LOS ANGELES, SEVENTH STREET",278000,6700,2.41,713,12,E,-118.26258167357234,34.0502735539226,State,True
679,110,,7,LA,,23.727,,A,"LOS ANGELES, JCT. RTE. 101",162000,1831,1.13,88,12,E,-118.24871798996222,34.06262072670072,State,True
681,110,,7,LA,,23.727,,B,"LOS ANGELES, JCT. RTE. 101",279000,6194,2.22,659,12,E,-118.24871798996222,34.06262072670072,State,True
683,110,,7,LA,,24.755,R,B,"LOS ANGELES, STADIUM WAY OVERCROSSING",93000,1042,1.12,50,12,E,-118.23505728967365,34.071244575202336,State,True
684,110,,7,LA,,25.751,,A,"LOS ANGELES, JCT. RTE. 5",124000,942,0.76,34,12,E,-118.22369783598779,34.0818668338274,State,True
686,110,,7,LA,,25.751,,B,"LOS ANGELES, JCT. RTE. 5",183000,1684,0.92,81,12,E,-118.22369783598779,34.0818668338274,State,True
688,110,,7,LA,,31.912,,B,"PASADENA, GLENARM STREET",59000,448,0.76,16,12,E,-118.14720553136692,34.127510256337594,State,True
690,110,,7,LA,,4.061,,A,"LOS ANGELES, JCT. RTE. 1",140000,7924,5.66,1500,12,E,-118.28187620128436,33.79035110864632,Interstate,True
692,110,,7,LA,,4.061,,B,"LOS ANGELES, JCT. RTE. 1",96000,6058,6.31,1147,12,E,-118.28187620128436,33.79035110864632,Interstate,True
694,110,,7,LA,,6.144,,O,228TH STREET,180000,9720,5.4,1931,14,V,-118.28720321541078,33.818947100706794,Interstate,True
696,110,,7,LA,,8.775,,B,"CARSON, JCT. RTE. 405",221000,10122,4.58,1917,12,E,-118.28458724584493,33.856833127760765,Interstate,True
698,110,,7,LA,,9.87,,A,"LOS ANGELES, JCT. RTE. 91",243000,15844,6.52,2286,12,E,-118.28482082578512,33.872783358188464,Interstate,True
700,110,,7,LA,,9.87,,B,"LOS ANGELES, JCT. RTE. 91",272000,20482,7.53,4265,12,E,-118.28482082578512,33.872783358188464,Interstate,True
702,111,,11,IMP,R,0.0,,A,"CALEXICO, SOUTH CITY LIMITS, AT MEXICO BOUNDARY",32000,1152,3.6,142,78,V,-115.49613366967428,32.66495585614633,State,True
